# Time_ps	Resid	Distance_A
10.0	4836	28.430766535198032
10.0	4837	19.04188126751211
10.0	4838	25.042281203641025
10.0	4839	14.990987391313508
10.0	4840	24.47296476736102
10.0	4841	28.172147564211027
10.0	4842	9.862200623054695
10.0	4843	19.50612394918944
10.0	4846	27.43988692369729
10.0	4847	11.408721137515727
10.0	4848	13.067514955659506
10.0	4851	20.011064958284102
10.0	4852	24.93200179857801
20.0	4755	24.50425715539799
20.0	4757	8.119401094876057
20.0	4758	21.34725091364032
20.0	4759	5.670190453948911
20.0	4760	13.096788820116547
20.0	4761	32.354041492718274
20.0	4762	9.121959630349412
20.0	4763	21.055918173318286
20.0	4764	20.743472025978903
20.0	4765	17.599523803166406
20.0	4766	6.647518804046901
20.0	4767	32.83767082931509
20.0	4768	8.69487812608956
20.0	4769	11.007736099010016
20.0	4770	13.211354363992903
20.0	4771	4.387825781746445
20.0	4772	29.863784684128092
20.0	4773	19.07543575325479
20.0	4774	20.489076718204114
20.0	4775	25.986901194127373
20.0	4776	7.062609177130052
20.0	4777	17.57954039345045
20.0	4778	36.23767226210884
20.0	4779	24.738827507282124
20.0	4780	28.369800772979925
20.0	4781	25.848679822019804
20.0	4782	29.27348910968189
20.0	4783	14.642498000440005
20.0	4784	5.942470891021769
20.0	4786	22.1365069231217
20.0	4787	17.08210328206517
20.0	4788	19.607120069088584
20.0	4790	24.68313003563087
20.0	4791	5.821659015809611
20.0	4792	9.775930416540747
20.0	4793	13.719477281983984
20.0	4794	17.270445815068665
20.0	4796	22.55859407265755
20.0	4797	18.973224287142617
20.0	4799	17.325166094625217
20.0	4800	22.629522349415847
20.0	4801	7.571463847167107
20.0	4802	6.19669021862411
20.0	4803	15.430123844411298
20.0	4804	30.057258702483857
20.0	4805	18.24568727745691
20.0	4806	4.7062843066585796
20.0	4807	23.344272669879743
20.0	4808	12.555279442743739
20.0	4809	30.017053838386026
20.0	4810	22.076934796715516
20.0	4811	12.956318390065098
20.0	4812	19.841176637400785
20.0	4813	31.516560068547918
20.0	4814	10.887351429472016
20.0	4815	20.865257643558223
20.0	4816	17.27053980078258
20.0	4817	5.4078557693867175
20.0	4818	5.068425351210289
20.0	4819	7.088164605529346
20.0	4820	19.661399514884856
20.0	4821	24.219933460693063
20.0	4822	10.020682833740238
20.0	4823	19.634533585852502
20.0	4824	5.464201322035124
20.0	4825	6.081646495537649
20.0	4827	38.16904240335248
20.0	4828	15.503337130523992
20.0	4829	16.03002882280841
20.0	4830	7.728194121602619
20.0	4831	17.39201342008633
20.0	4832	26.821676236653307
20.0	4833	4.695031402781491
20.0	4834	4.905316779967209
20.0	4835	23.95623672277212
20.0	4836	27.618153952992095
20.0	4837	17.136220053793473
20.0	4838	20.914674673013753
20.0	4839	15.968930630746858
20.0	4840	24.27304781405084
20.0	4841	28.564739585957184
20.0	4842	10.323539320663809
20.0	4843	20.178446893197883
20.0	4846	28.91085309749643
20.0	4847	10.164033377834958
20.0	4848	12.040018824313613
20.0	4851	20.390058207223436
20.0	4852	25.610348570157445
30.0	4755	24.08385132765078
30.0	4757	10.730689610121633
30.0	4758	20.861480127867022
30.0	4759	5.3195051144252385
30.0	4760	15.351641411017715
30.0	4761	34.021568916381916
30.0	4762	9.77916983390692
30.0	4763	19.777779092643975
30.0	4764	19.509286219902584
30.0	4765	17.96620998675279
30.0	4766	5.413394333885383
30.0	4767	33.11116811063461
30.0	4768	11.439804546985537
30.0	4769	11.39379992739059
30.0	4770	11.644036201110143
30.0	4771	4.188528009777178
30.0	4772	30.26182619810607
30.0	4773	17.278240245300495
30.0	4774	20.615199785547503
30.0	4775	26.302031429611453
30.0	4776	5.466945782181709
30.0	4777	17.426755492129352
30.0	4778	33.49959195604285
30.0	4779	21.174806553705594
30.0	4780	26.903873938720096
30.0	4781	24.542561844882727
30.0	4782	28.18222342649938
30.0	4783	13.557684280358057
30.0	4784	4.9948841467295555
30.0	4786	22.166186064900486
30.0	4787	20.88140690693244
30.0	4788	18.371235808045586
30.0	4790	23.75099748895467
30.0	4791	5.88984191891028
30.0	4792	7.858051637666605
30.0	4793	14.318320664975467
30.0	4794	15.818464148587088
30.0	4796	21.768414658750547
30.0	4797	18.443246854142313
30.0	4799	17.530974800877985
30.0	4800	23.154313201636906
30.0	4801	4.32362056506641
30.0	4802	5.828288028158459
30.0	4803	15.989148357398674
30.0	4804	31.088500389240597
30.0	4805	17.178798016387923
30.0	4806	4.728113809541002
30.0	4807	24.58392223138287
30.0	4808	14.191179747314843
30.0	4809	29.401965738716868
30.0	4810	21.27547830340364
30.0	4811	11.435652151392942
30.0	4812	19.482858811050935
30.0	4813	32.498134605045855
30.0	4814	10.643092335372357
30.0	4815	18.56474905538985
30.0	4816	18.993096209561667
30.0	4817	5.545292320430812
30.0	4818	5.304128069086796
30.0	4819	7.719889056740556
30.0	4820	18.685538651259623
30.0	4821	24.7688410382924
30.0	4822	10.65489386763213
30.0	4823	22.02161522924217
30.0	4824	4.284334488877523
30.0	4825	6.608683889377564
30.0	4827	37.872117691000945
30.0	4828	15.26434981080328
30.0	4829	15.30660933310943
30.0	4830	8.871315816424884
30.0	4831	17.19561797572061
30.0	4832	29.535193504990207
30.0	4833	4.436044053774451
30.0	4834	6.1113073994938425
30.0	4835	24.463910112185015
30.0	4836	27.277371936071983
30.0	4837	16.533936047148536
30.0	4838	21.22126168501013
30.0	4839	15.840814263204303
30.0	4840	25.386985500936902
30.0	4841	28.682835899295405
30.0	4842	9.299695638642092
30.0	4843	19.661733643942934
30.0	4846	28.884977898128906
30.0	4847	10.38771284085967
30.0	4848	12.764214029017882
30.0	4851	20.7394292126464
30.0	4852	24.45830101201168
40.0	4755	23.26308811303335
40.0	4757	8.579302499888456
40.0	4758	21.91768816570714
40.0	4759	6.014222410068477
40.0	4760	12.949541117549064
40.0	4761	33.698985418878834
40.0	4762	10.20173157270035
40.0	4763	20.50625821022595
40.0	4764	19.16252056434194
40.0	4765	17.786620082305685
40.0	4766	6.691316817495537
40.0	4767	32.422758508576514
40.0	4768	10.249280709988419
40.0	4769	11.970315377041596
40.0	4770	12.877680091440277
40.0	4771	5.410357050675896
40.0	4772	29.823328689600917
40.0	4773	18.36947856099134
40.0	4774	20.826981568445863
40.0	4775	25.48643725681505
40.0	4776	5.014880819389535
40.0	4777	14.942955786383818
40.0	4778	32.315742834171864
40.0	4779	19.697665225635333
40.0	4780	29.145294027870328
40.0	4781	24.961064670672638
40.0	4782	28.14898194728484
40.0	4783	13.846736610869687
40.0	4784	3.9834645329371443
40.0	4786	23.07679009513728
40.0	4787	20.468860359396093
40.0	4788	19.01378511217769
40.0	4790	23.95737182150016
40.0	4791	5.21224664672774
40.0	4792	9.594791018634124
40.0	4793	14.33251606044764
40.0	4794	14.968269413646414
40.0	4796	21.438598539046968
40.0	4797	18.224785814744536
40.0	4799	18.944928499656424
40.0	4800	22.69396238050886
40.0	4801	5.227423678353703
40.0	4802	6.259715992151523
40.0	4803	16.401755135015748
40.0	4804	32.48107632390014
40.0	4805	18.77088650072853
40.0	4806	5.715464238680343
40.0	4807	24.356074610553076
40.0	4808	14.749917357340504
40.0	4809	27.318808692997564
40.0	4810	22.64014494658051
40.0	4811	11.972031888297229
40.0	4812	19.24418009739447
40.0	4813	32.49520284654877
40.0	4814	9.72042497734166
40.0	4815	20.245751298537467
40.0	4816	17.763308907526955
40.0	4817	5.88290511112077
40.0	4818	4.184588481083001
40.0	4819	8.431425072347752
40.0	4820	21.70565098031214
40.0	4821	25.440603450360275
40.0	4822	10.441957617318534
40.0	4823	23.284892888493687
40.0	4824	3.957744689836704
40.0	4825	5.651917005671504
40.0	4827	35.99446268466473
40.0	4828	13.473774813130355
40.0	4829	15.833094586331692
40.0	4830	9.802007564211332
40.0	4831	17.87498491312802
40.0	4832	29.164331227208027
40.0	4833	4.445878640569116
40.0	4834	6.508413751727754
40.0	4835	22.680576839883052
40.0	4836	27.020668214040054
40.0	4837	19.141190116982504
40.0	4838	22.990475388732044
40.0	4839	15.610522940538472
40.0	4840	26.076462713485817
40.0	4841	29.095684573184936
40.0	4842	9.044503232417227
40.0	4843	20.149683870473908
40.0	4846	28.750471010388758
40.0	4847	11.205076325281398
40.0	4848	11.55337298504563
40.0	4851	21.09441056214369
40.0	4852	24.643078717762922
50.0	4755	22.202023707010014
50.0	4757	10.554316116085923
50.0	4758	21.247354343153457
50.0	4759	4.1900471716103045
50.0	4760	14.818293025552641
50.0	4761	35.23200601194523
50.0	4762	10.351412932885932
50.0	4763	18.549626825328243
50.0	4764	19.191783644585218
50.0	4765	19.413425152548818
50.0	4766	11.190755712306576
50.0	4767	33.47106135162575
50.0	4768	9.575316115463156
50.0	4769	10.753313157782113
50.0	4770	11.443994470342673
50.0	4771	4.47707876809476
50.0	4772	27.36419260110169
50.0	4773	19.04403549576452
50.0	4774	20.072769406112617
50.0	4775	24.86431608646471
50.0	4776	5.192937636262939
50.0	4777	16.56230528594311
50.0	4778	30.960512687082822
50.0	4779	19.62175337972236
50.0	4780	26.644636041524063
50.0	4781	23.495233710235098
50.0	4782	26.381330894931835
50.0	4783	13.371239576164777
50.0	4784	4.87108017837063
50.0	4786	21.51904262271414
50.0	4787	18.043674173672596
50.0	4788	17.949147004671953
50.0	4790	23.9951937261302
50.0	4791	5.585241589100873
50.0	4792	10.012255075815462
50.0	4793	14.816780022642572
50.0	4794	15.18585524707421
50.0	4796	20.00137626002252
50.0	4797	19.007760625009166
50.0	4799	19.778625985190846
50.0	4800	20.172292404138023
50.0	4801	5.637330309438926
50.0	4802	8.769268236591596
50.0	4803	19.150352155757744
50.0	4804	31.153562942053213
50.0	4805	18.114711969306416
50.0	4806	4.811070644954787
50.0	4807	22.95660504485931
50.0	4808	14.820953283608457
50.0	4809	27.293101427220698
50.0	4810	21.38938837962391
50.0	4811	11.036972358176047
50.0	4812	19.508431060460758
50.0	4813	32.43632833716137
50.0	4814	9.564997539773502
50.0	4815	19.511758915286887
50.0	4816	14.683922429568925
50.0	4817	5.595825362435907
50.0	4818	5.316540453397319
50.0	4819	7.398268454604158
50.0	4820	21.54541020518457
50.0	4821	25.264014119437395
50.0	4822	10.797612994015
50.0	4823	20.886933425498174
50.0	4824	4.3667839804260105
50.0	4825	6.066919574426815
50.0	4827	36.80966548130588
50.0	4828	15.363002049223116
50.0	4829	17.716325940613537
50.0	4830	8.670661867925338
50.0	4831	15.611561949724218
50.0	4832	30.304017372736716
50.0	4833	4.56328172482901
50.0	4834	4.481514181656918
50.0	4835	25.033279501298768
50.0	4836	28.330623454981417
50.0	4837	18.54506928704279
50.0	4838	23.279506988618753
50.0	4839	17.02166168672779
50.0	4840	26.63771815703285
50.0	4841	28.612191707393187
50.0	4842	8.648259311795051
50.0	4843	19.18606894626258
50.0	4846	28.883096162321102
50.0	4847	11.454445273709139
50.0	4848	11.22887837434864
50.0	4851	20.588216067578227
50.0	4852	24.590086411013814
60.0	4755	22.619872650006915
60.0	4757	9.669578344242455
60.0	4758	22.67657817371938
60.0	4759	5.4583602712349855
60.0	4760	12.984707959122733
60.0	4761	35.07921029162268
60.0	4762	10.41618420692961
60.0	4763	20.62470436889053
60.0	4764	19.48989109406423
60.0	4765	19.89171990808204
60.0	4766	4.737032515301768
60.0	4767	33.33203554152061
60.0	4768	9.280484926450915
60.0	4769	11.746909901342256
60.0	4770	13.631954145635074
60.0	4771	4.681845632994986
60.0	4772	27.65393478413917
60.0	4773	19.196961604032342
60.0	4774	21.326676114076562
60.0	4775	25.633032250742517
60.0	4776	6.339631270521401
60.0	4777	15.18159944595039
60.0	4778	32.15697933776495
60.0	4779	20.84890513909111
60.0	4780	29.397897235956563
60.0	4781	23.170931005440448
60.0	4782	27.278341913371126
60.0	4783	14.241951561417249
60.0	4784	3.3752381661519157
60.0	4786	21.88440052867202
60.0	4787	17.462840526105072
60.0	4788	18.9279362175347
60.0	4791	5.392733460611126
60.0	4792	10.018234682194603
60.0	4793	15.784779670269034
60.0	4794	15.494364733513232
60.0	4796	21.043899159180807
60.0	4797	18.91282136169076
60.0	4799	17.42636184261603
60.0	4800	23.303483072610373
60.0	4801	4.621651497491739
60.0	4802	9.791066664043093
60.0	4803	17.582191207140017
60.0	4804	32.1244977084766
60.0	4805	18.609273916079832
60.0	4806	4.865266398311046
60.0	4807	22.19119984117164
60.0	4808	11.770225573576765
60.0	4809	28.510531500843594
60.0	4810	20.252572001919294
60.0	4811	12.414246621670245
60.0	4812	20.131750140241788
60.0	4813	32.9693900783477
60.0	4814	9.784614042335626
60.0	4815	20.241628600631035
60.0	4816	16.281101192474758
60.0	4817	4.987627263579551
60.0	4818	6.114522691941119
60.0	4819	8.213916223150965
60.0	4820	21.97260587495089
60.0	4821	25.547281389161384
60.0	4822	11.217189043010595
60.0	4823	22.50287355660492
60.0	4824	4.007011718340996
60.0	4825	6.4982269662500745
60.0	4827	37.43171494147637
60.0	4828	14.565931671553875
60.0	4829	13.904133746765636
60.0	4830	7.7438327086721
60.0	4831	17.621182907962655
60.0	4832	27.948731476144392
60.0	4833	4.548289221121903
60.0	4834	4.04841164573248
60.0	4835	25.84352755623392
60.0	4836	27.344012514701184
60.0	4837	17.07586304443192
60.0	4838	24.45600232548111
60.0	4839	13.183323427331873
60.0	4840	24.099299164902714
60.0	4841	28.38158909419767
60.0	4842	9.138589519637085
60.0	4843	18.765256166039194
60.0	4846	28.46104255638445
60.0	4847	10.59797650124159
60.0	4848	9.552536315130846
60.0	4851	21.02232108805949
60.0	4852	24.294912846699035
70.0	4755	23.939187453784115
70.0	4757	7.469232600801869
70.0	4758	20.38701819963743
70.0	4759	4.755007820985626
70.0	4760	12.237152731846958
70.0	4761	35.33517222512564
70.0	4762	10.726735865546404
70.0	4763	21.003863517238464
70.0	4764	17.737128016118128
70.0	4765	18.428735548620732
70.0	4766	5.929935800822348
70.0	4767	33.121732533011546
70.0	4768	10.44977721974406
70.0	4769	10.464135131966758
70.0	4770	13.895499371723211
70.0	4771	4.056223041046502
70.0	4772	26.367260364889034
70.0	4773	17.021968332371117
70.0	4774	21.671167379498748
70.0	4775	25.57727547436366
70.0	4776	7.22761446526516
70.0	4777	15.868825014752087
70.0	4778	30.154648680975797
70.0	4779	18.7173857819848
70.0	4780	27.180732791952288
70.0	4781	25.352190177374226
70.0	4782	26.43985411715489
70.0	4783	13.38158699899548
70.0	4784	4.234674858941538
70.0	4786	24.256836064664093
70.0	4787	17.389420000075887
70.0	4788	17.933202459799027
70.0	4790	23.69787126868886
70.0	4791	5.7925011080336235
70.0	4792	8.842128013538781
70.0	4793	15.434545478023283
70.0	4794	15.203532926566833
70.0	4796	23.44059739611291
70.0	4797	18.067718779523084
70.0	4799	19.47958472152092
70.0	4800	23.114995125637247
70.0	4801	4.946321712798719
70.0	4802	8.36231114908857
70.0	4803	19.35695401497381
70.0	4804	32.09523572453516
70.0	4805	17.1830049496712
70.0	4806	5.586643685420994
70.0	4807	24.00492450908357
70.0	4808	11.246307901782837
70.0	4809	29.66569801696407
70.0	4810	22.113107535946067
70.0	4811	12.989709015046884
70.0	4812	20.579422576933037
70.0	4813	31.93033679348702
70.0	4814	9.775662232743777
70.0	4815	18.794469953748255
70.0	4816	16.79421767897357
70.0	4817	5.549637503135694
70.0	4818	5.510851907404674
70.0	4819	6.186840581009724
70.0	4820	20.244733916785556
70.0	4821	23.54665275432801
70.0	4822	12.965751646764595
70.0	4823	22.13069815624131
70.0	4824	4.041549548661278
70.0	4825	6.746701613828157
70.0	4827	40.13078763477168
70.0	4828	16.561864118846323
70.0	4829	13.325915373604488
70.0	4830	8.16649155476927
70.0	4831	15.958771690977722
70.0	4832	29.284510383287305
70.0	4833	5.839433521863854
70.0	4834	5.066089191122722
70.0	4835	27.012149735637784
70.0	4836	28.2672313910308
70.0	4837	19.712865539994578
70.0	4838	26.0724871349182
70.0	4839	14.820404487068721
70.0	4840	25.603291025339207
70.0	4841	30.065527364351077
70.0	4842	9.890771452442026
70.0	4843	19.900301276145903
70.0	4846	28.51472448417723
70.0	4847	11.174899656672428
70.0	4848	11.562889718153507
70.0	4851	20.82038834707426
70.0	4852	23.944385870058866
80.0	4755	24.449582137707456
80.0	4757	9.018676361948776
80.0	4758	20.944703932971564
80.0	4759	6.080266466843943
80.0	4760	14.313652438939522
80.0	4761	35.86704994069088
80.0	4762	9.537042393826267
80.0	4763	20.063972081866897
80.0	4764	17.47927575730964
80.0	4765	18.595037110783625
80.0	4766	3.974325279348949
80.0	4767	32.73797361675896
80.0	4768	10.630175589464786
80.0	4769	10.433510822962912
80.0	4770	13.514199454293008
80.0	4771	4.537169998992669
80.0	4772	27.177549538542447
80.0	4773	17.228361198621478
80.0	4774	22.24621248158084
80.0	4775	25.291596130830204
80.0	4776	5.8166432010820355
80.0	4777	16.760164994136723
80.0	4778	31.915074498998514
80.0	4779	17.110421507397742
80.0	4780	26.663435555648825
80.0	4781	24.88114611307204
80.0	4782	25.70703433725278
80.0	4783	12.948187733278369
80.0	4784	4.02080819277225
80.0	4786	24.948420907307728
80.0	4787	18.590751015701883
80.0	4788	18.71358678905553
80.0	4790	26.339853271337535
80.0	4791	6.519955392730029
80.0	4792	7.57261960763625
80.0	4793	15.609795913879175
80.0	4794	14.854104560873232
80.0	4796	20.877042044283364
80.0	4797	19.767650228205643
80.0	4799	19.592910892362603
80.0	4800	21.43725927827338
80.0	4801	4.45948780968056
80.0	4802	8.858612060698002
80.0	4803	17.882525634156433
80.0	4804	31.982669414553513
80.0	4805	16.406274766725023
80.0	4806	5.408747289461793
80.0	4807	22.697781216853567
80.0	4808	12.933436711314739
80.0	4809	28.113002673673254
80.0	4810	20.872907759260105
80.0	4811	14.426771326116995
80.0	4812	19.527248466340108
80.0	4813	35.84303731229675
80.0	4814	10.394951133012421
80.0	4815	18.98960371942317
80.0	4816	17.06443619135815
80.0	4817	4.953967598885384
80.0	4818	5.046697027271053
80.0	4819	8.500746846348566
80.0	4820	23.201678785427948
80.0	4821	24.338946196822466
80.0	4822	9.768245544966137
80.0	4823	23.18237271999793
80.0	4824	4.62650923235844
80.0	4825	7.289049115754346
80.0	4827	39.30610552788292
80.0	4828	14.44747778991208
80.0	4829	14.060861049679739
80.0	4830	8.252055062244208
80.0	4831	16.784343570338315
80.0	4832	29.169398288641066
80.0	4833	5.627919879648255
80.0	4834	3.758873103089502
80.0	4835	26.214431551532257
80.0	4836	28.274548045411922
80.0	4837	19.117001270424595
80.0	4838	25.94676634464225
80.0	4839	14.457410700742813
80.0	4840	25.942860298433516
80.0	4841	29.414560270782896
80.0	4842	9.650500797860095
80.0	4843	18.199461012687998
80.0	4846	28.54300657490754
80.0	4847	11.572558307761676
80.0	4848	11.109786308287626
80.0	4851	20.349131048376854
80.0	4852	23.819537926847644
90.0	4755	24.91490494188187
90.0	4757	9.129709323140466
90.0	4758	21.72854091628483
90.0	4759	4.927099197954021
90.0	4760	13.23356915782928
90.0	4761	34.819506576919345
90.0	4762	9.751153730951394
90.0	4763	19.495860582659045
90.0	4764	18.314173140756445
90.0	4765	19.66977793216991
90.0	4766	5.021183541352247
90.0	4767	33.12946397384077
90.0	4768	11.01955853003401
90.0	4769	12.008278792748492
90.0	4770	14.198507081978358
90.0	4771	4.814616564170615
90.0	4772	26.165674199436666
90.0	4773	18.788630980303097
90.0	4774	22.810501961950063
90.0	4775	25.351454414856978
90.0	4776	5.527396892434938
90.0	4777	14.264362496550849
90.0	4778	31.747580987384026
90.0	4779	16.512166470047735
90.0	4780	27.824490281474187
90.0	4781	26.003899404057126
90.0	4782	24.127861891304523
90.0	4783	13.850484845548065
90.0	4784	3.714419545644904
90.0	4786	24.70692057015814
90.0	4787	18.882936137581794
90.0	4788	19.3570958910253
90.0	4791	5.717988811732833
90.0	4792	8.572546592179679
90.0	4793	15.791409810906712
90.0	4794	16.244466401669644
90.0	4796	20.81942880043094
90.0	4797	20.289860864486258
90.0	4799	18.907243837032077
90.0	4800	22.1280843447049
90.0	4801	5.341177228413699
90.0	4802	11.904617106802625
90.0	4803	17.4394136717893
90.0	4804	31.22116352735885
90.0	4805	17.22852374803011
90.0	4806	4.566178151384193
90.0	4807	23.13378899030872
90.0	4808	14.382785313981877
90.0	4809	29.04432107325208
90.0	4810	20.50253225535488
90.0	4811	10.927487825638766
90.0	4812	20.444392558325045
90.0	4813	34.29719128409108
90.0	4814	10.511115680135632
90.0	4815	18.697357143572233
90.0	4816	17.04519193955135
90.0	4817	5.862093955626302
90.0	4818	6.116775982936627
90.0	4819	6.13342546399752
90.0	4820	21.80571207914975
90.0	4821	27.28349803468426
90.0	4822	9.680739491805934
90.0	4823	22.267964601733937
90.0	4824	4.326987270798056
90.0	4825	6.851124314090463
90.0	4827	39.58777932707388
90.0	4828	14.652879572525974
90.0	4829	13.950264412515118
90.0	4830	9.121694533887704
90.0	4831	16.994663297369552
90.0	4832	28.198069049064216
90.0	4833	6.009509096583499
90.0	4834	4.322360445753529
90.0	4835	27.669170596339594
90.0	4836	27.529666180290906
90.0	4837	18.836016717238923
90.0	4838	27.363052243534643
90.0	4839	14.864352038466995
90.0	4840	27.720459324389935
90.0	4841	29.41982632998745
90.0	4842	10.43918224625665
90.0	4843	21.53482439602567
90.0	4846	29.2848523299821
90.0	4847	12.251404387023694
90.0	4848	11.689604745258904
90.0	4851	20.533336208608258
90.0	4852	25.24824759405177
100.0	4755	23.296478819048904
100.0	4757	8.46813681115678
100.0	4758	21.248759878958296
100.0	4759	4.263358355690102
100.0	4760	14.352087610116415
100.0	4761	34.4307926831985
100.0	4762	9.593393050860179
100.0	4763	21.328101532237362
100.0	4764	20.07510096110083
100.0	4765	20.84743049966069
100.0	4766	4.6668796899103215
100.0	4767	31.143420967893483
100.0	4768	12.092740651526718
100.0	4769	12.291481199480522
100.0	4770	14.094292237063545
100.0	4771	5.0861949777726405
100.0	4772	26.63370356110616
100.0	4773	17.15932054682773
100.0	4774	24.498040335377194
100.0	4775	25.46470646302176
100.0	4776	4.190200177178163
100.0	4777	16.710586285910605
100.0	4778	30.376958863848564
100.0	4779	16.97251250047206
100.0	4780	26.752562438194886
100.0	4781	23.82154791094698
100.0	4782	25.900215624291885
100.0	4783	14.236975202690576
100.0	4784	5.3157415332224875
100.0	4786	23.245234077909277
100.0	4787	16.805059642918927
100.0	4788	14.027680120116164
100.0	4791	6.201951737879966
100.0	4792	8.609774316543948
100.0	4793	18.546181540866716
100.0	4794	17.701933466424265
100.0	4796	19.11693853568451
100.0	4797	19.533540285490204
100.0	4799	18.949034461163382
100.0	4800	19.52594784281113
100.0	4801	4.453153572090852
100.0	4802	8.480442476435737
100.0	4803	16.94475583159261
100.0	4804	31.44521494831868
100.0	4805	17.04309935935228
100.0	4806	4.168372533455907
100.0	4807	24.178084619795012
100.0	4808	14.8904205503757
100.0	4809	27.10164064893727
100.0	4810	20.487390739109482
100.0	4811	11.725578014192372
