#	Time_ps	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5	30
820	0	0	0	0	1	5	11	13	13	17	20	22	24	28	29	30	35	40	44	48	53	59	64	67	70	74	78	83	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
830	0	0	0	1	3	8	11	12	13	16	19	21	24	27	29	33	39	42	45	48	56	60	63	67	70	75	80	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
840	0	0	0	1	3	6	10	12	14	15	17	21	24	25	26	31	35	39	44	47	50	57	61	68	71	76	77	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
850	0	0	0	0	3	5	11	14	14	15	19	25	25	26	28	31	36	38	41	46	51	56	62	67	70	77	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
860	0	0	0	1	4	6	9	10	14	18	21	23	24	26	26	29	38	41	44	50	56	59	63	67	70	79	82	82	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
870	0	0	0	1	2	6	10	13	17	18	20	21	23	24	28	29	35	43	46	52	55	56	61	70	75	77	80	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
880	0	0	0	1	1	2	8	12	15	17	21	21	23	25	26	30	36	41	45	50	54	58	63	66	74	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
890	0	0	0	2	2	5	8	12	14	17	18	20	23	27	27	31	35	41	46	50	54	60	63	70	75	81	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
900	0	0	0	1	2	4	9	12	14	17	21	23	24	28	29	32	36	40	44	50	56	60	68	72	74	80	81	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
910	0	0	0	1	1	2	6	9	14	18	21	23	26	27	31	35	38	39	45	50	54	60	69	70	77	80	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
920	0	0	0	1	1	6	7	15	17	17	20	22	24	28	30	34	39	43	46	50	54	64	70	76	77	80	81	83	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
